"","testData.Churn","testData.temp.name"
"871",1,"8058-INTPH"
"872",1,"8058-JMEQO"
"873",1,"8062-YBDOE"
"874",1,"8063-RJYNF"
"875",0,"8087-LGYHQ"
"876",0,"8120-JDCAM"
"877",0,"8309-IEYJD"
"878",0,"8325-QRPZR"
"879",1,"8337-UPOAQ"
"880",1,"8372-JUXUI"
"881",1,"8443-ZRDBZ"
"882",1,"8510-AWCXC"
"883",1,"8580-AECUZ"
"884",0,"8584-KMVXD"
"885",1,"8593-WHYHV"
"886",1,"8603-IJWDN"
"887",1,"8642-GVWRF"
"888",1,"8644-XLFBW"
"889",1,"8685-WHQPW"
"890",0,"8687-BAFGU"
"891",0,"8714-CTZJW"
"892",1,"8752-STIVR"
"893",0,"8778-LMWTJ"
"894",1,"8780-IXSTS"
"895",1,"8808-ELEHO"
"896",1,"8816-VXNZD"
"897",1,"8837-VVWLQ"
"898",0,"8875-AKBYH"
"899",1,"8937-RDTHP"
"900",1,"8972-HJWNV"
"901",0,"9054-FOWNV"
"902",1,"9102-IAYHT"
"903",0,"9121-PHQSR"
"904",0,"9167-APMXZ"
"905",1,"9250-WYPLL"
"906",0,"9272-LSVYH"
"907",1,"9274-CNFMO"
"908",1,"9283-LZQOH"
"909",0,"9314-IJWSQ"
"910",1,"9330-IJWIO"
"911",0,"9355-NPPFS"
"912",1,"9391-EOYLI"
"913",1,"9415-DPEWS"
"914",0,"9432-VOFYX"
"915",1,"9451-LPGOO"
"916",1,"9488-HGMJH"
"917",0,"9506-UXUSK"
"918",1,"9512-UIBFX"
"919",0,"9547-ITEFG"
"920",0,"9605-WGJVW"
"921",0,"9633-XQABV"
"922",1,"9685-WKZGT"
"923",0,"9714-EDSUC"
"924",0,"9717-QEBGU"
"925",1,"9722-UJOJR"
"926",1,"9734-YWGEX"
"927",0,"9741-YLNTD"
"928",1,"9763-PDTKK"
"929",1,"9787-XVQIU"
"930",0,"9800-ONTFE"
"931",0,"9840-EFJQB"
"932",1,"9874-QLCLH"
"933",1,"9878-TNQGW"
"934",1,"9921-ZVRHG"
"935",1,"9940-RHLFB"
"936",1,"9947-OTFQU"
"937",1,"9992-RRAMN"
"938",0,"0060-FUALY"
"939",0,"0089-IIQKO"
"940",0,"0093-EXYQL"
"941",1,"0093-XWZFY"
"942",0,"0118-JPNOY"
"943",0,"0141-YEAYS"
"944",0,"0237-YFUTL"
"945",1,"0324-BRPCJ"
"946",1,"0362-ZBZWJ"
"947",1,"0376-YMCJC"
"948",0,"0396-YCHWO"
"949",1,"0407-BDJKB"
"950",0,"0410-IPFTY"
"951",0,"0419-YAAPX"
"952",0,"0434-CSFON"
"953",0,"0468-YRPXN"
"954",1,"0486-HECZI"
"955",0,"0595-ITUDF"
"956",0,"0621-HJWXJ"
"957",1,"0634-SZPQA"
"958",1,"0643-OKLRP"
"959",0,"0666-UXTJO"
"960",0,"0674-DGMAQ"
"961",0,"0730-KOAVE"
"962",1,"0843-WTBXE"
"963",1,"0939-YAPAF"
"964",1,"0963-ZBDRN"
"965",0,"1035-IPQPU"
"966",1,"1041-RXHRA"
"967",0,"1104-TNLZA"
"968",0,"1215-FIGMP"
"969",0,"1216-BGTSP"
"970",1,"1228-FZFRV"
"971",1,"1264-BYWMS"
"972",1,"1323-OOEPC"
"973",1,"1343-EHPYB"
"974",0,"1421-HCERK"
"975",0,"1469-LBJQJ"
"976",0,"1472-TNCWL"
"977",1,"1481-ZUWZA"
"978",0,"1482-OXZSY"
"979",0,"1548-FEHVL"
"980",1,"1550-LOAHA"
"981",0,"1552-AAGRX"
"982",1,"1689-MRZQR"
"983",0,"1785-BPHTP"
"984",0,"1867-TJHTS"
"985",0,"1910-FMXJM"
"986",0,"1930-WNXSB"
"987",1,"2034-CGRHZ"
"988",1,"2037-SGXHH"
"989",0,"2080-CAZNM"
"990",0,"2207-QPJED"
"991",0,"2227-JRSJX"
"992",0,"2240-HSJQD"
"993",0,"2270-CHBFN"
"994",1,"2302-ANTDP"
"995",0,"2322-VCZHZ"
"996",0,"2347-WKKAE"
"997",1,"2362-IBOOY"
"998",0,"2371-JQHZZ"
"999",1,"2474-BRUCM"
"1000",0,"2475-MROZF"
"1001",1,"2568-OIADY"
"1002",0,"2573-GYRUU"
"1003",0,"2603-HVKCG"
"1004",0,"2665-NPTGL"
"1005",0,"2672-TGEFF"
"1006",0,"2674-MLXMN"
"1007",0,"2675-DHUTR"
"1008",0,"2796-UUZZO"
"1009",0,"2826-UWHIS"
"1010",0,"2832-KJCRD"
"1011",1,"2834-SPCJV"
"1012",1,"2840-XANRC"
"1013",1,"2845-AFFTX"
"1014",1,"2869-ADAWR"
"1015",1,"3005-NFMTA"
"1016",0,"3128-YOVTD"
"1017",0,"3170-GWYKC"
"1018",0,"3174-RKMOW"
"1019",1,"3194-ORPIK"
"1020",1,"3223-WZWJM"
"1021",0,"3316-UWXUY"
"1022",1,"3331-HQDTW"
"1023",0,"3352-ALMCK"
"1024",0,"3384-CTMSF"
"1025",0,"3481-JHUZH"
"1026",0,"3503-TYDAY"
"1027",0,"3537-HPKQT"
"1028",0,"3545-CNWRG"
"1029",1,"3565-UNOCC"
"1030",1,"3640-PHQXK"
"1031",0,"3761-FLYZI"
"1032",1,"3791-LGQCY"
"1033",1,"3814-MLAXC"
"1034",1,"3838-OZURD"
"1035",1,"3842-IYKUE"
"1036",1,"3923-CSIHK"
"1037",0,"3932-IJWDZ"
"1038",1,"3957-LXOLK"
"1039",1,"3976-BWUCK"
"1040",1,"3990-QYKBE"
"1041",1,"4094-NSEDU"
"1042",0,"4098-NAUKP"
"1043",0,"4176-FXYBO"
"1044",1,"4183-WCSEP"
"1045",0,"4188-FRABG"
"1046",0,"4194-WHFCB"
"1047",0,"4220-TINQT"
"1048",0,"4238-HFHSN"
"1049",1,"4248-HCETZ"
"1050",1,"4307-KTUMW"
"1051",0,"4402-FTBXC"
"1052",1,"4423-YLHDV"
"1053",1,"4433-JCGCG"
"1054",1,"4446-BZKHU"
"1055",0,"4450-MDZFX"
"1056",1,"4523-WXCEF"
"1057",1,"4550-VBOFE"
"1058",1,"4598-XLKNJ"
"1059",0,"4686-UXDML"
"1060",0,"4716-HHKQH"
"1061",1,"4803-AXVYP"
"1062",1,"4817-VYYWS"
"1063",0,"4826-TZEVA"
"1064",1,"4831-EOBFE"
"1065",0,"4840-ORQXB"
"1066",1,"4846-WHAFZ"
"1067",1,"4873-ILOLJ"
"1068",0,"4879-GZLFH"
"1069",0,"4918-FYJNT"
"1070",1,"4958-XCBDQ"
"1071",1,"4971-PUYQO"
"1072",0,"4998-IKFSE"
"1073",0,"5022-KVDQT"
"1074",0,"5055-MGMGF"
"1075",0,"5060-TQUQN"
"1076",0,"5117-IFGPS"
"1077",0,"5153-RTHKF"
"1078",0,"5213-TWWJU"
"1079",0,"5216-WASFJ"
"1080",0,"5222-IMUKT"
"1081",0,"5243-SAOTC"
"1082",1,"5281-BUZGT"
"1083",1,"5419-KLXBN"
"1084",0,"5461-QKNTN"
"1085",0,"5482-VXSXJ"
"1086",1,"5515-AKOAJ"
"1087",0,"5522-NYKPB"
"1088",1,"5536-RTPWK"
"1089",1,"5536-SLHPM"
"1090",1,"5569-OUICF"
"1091",0,"5575-TPIZQ"
"1092",0,"5647-FXOTP"
"1093",0,"5649-RXQTV"
"1094",0,"5651-YLPRD"
"1095",0,"5666-CYCYZ"
"1096",0,"5857-TYBCJ"
"1097",0,"5899-OUVKV"
"1098",0,"5921-NGYRH"
"1099",0,"5977-CKHON"
"1100",0,"5982-FPVQN"
"1101",0,"6067-NGCEU"
"1102",0,"6088-BXMRG"
"1103",0,"6173-GOLSU"
"1104",0,"6234-PFPXL"
"1105",0,"6242-MBHPK"
"1106",0,"6300-BWMJX"
"1107",1,"6311-UEUME"
"1108",0,"6377-WHAOX"
"1109",1,"6393-WRYZE"
"1110",0,"6572-ADKRS"
"1111",1,"6599-RCLCJ"
"1112",1,"6686-YPGHK"
"1113",0,"6741-EGCBI"
"1114",1,"6771-XWBDM"
"1115",1,"6818-WOBHJ"
"1116",0,"6851-WEFYX"
"1117",1,"6892-XPFPU"
"1118",0,"6897-UUBNU"
"1119",1,"6899-PPEEA"
"1120",1,"6907-NZZIJ"
"1121",0,"6952-OMNWB"
"1122",1,"6987-XQSJT"
"1123",0,"7011-CVEUC"
"1124",1,"7056-IMHCC"
"1125",1,"7137-RYLPP"
"1126",1,"7142-HVGBG"
"1127",0,"7181-OQCUT"
"1128",0,"7251-XFOIL"
"1129",0,"7271-AJDTL"
"1130",1,"7279-BUYWN"
"1131",0,"7392-YYPYJ"
"1132",0,"7402-EYFXX"
"1133",0,"7426-GSWPO"
"1134",0,"7449-HVPIV"
"1135",0,"7576-JMYWV"
"1136",0,"7587-AOVVU"
"1137",0,"7594-LZNWR"
"1138",1,"7599-FKVXZ"
"1139",1,"7730-IUTDZ"
"1140",0,"7776-QGYJC"
"1141",0,"7789-CRUVC"
"1142",0,"7813-ZGGAW"
"1143",1,"7979-CORPM"
"1144",0,"7982-VCELR"
"1145",0,"8059-UDZFY"
"1146",0,"8189-XRIKE"
"1147",1,"8397-MVTAZ"
"1148",1,"8429-XIBUM"
"1149",0,"8486-AYEQH"
"1150",1,"8565-CLBZW"
"1151",0,"8631-WUXGY"
"1152",0,"8647-SDTWQ"
"1153",1,"8696-JKZNU"
"1154",0,"8705-DWKTI"
"1155",1,"8714-EUHJO"
"1156",1,"8761-NSOBC"
"1157",0,"8819-IMISP"
"1158",0,"8868-GAGIO"
"1159",0,"8910-LEDAG"
"1160",1,"8922-LIEGH"
"1161",1,"8938-UMKPI"
"1162",0,"9003-CPATH"
"1163",1,"9090-SGQXL"
"1164",0,"9137-UIYPG"
"1165",0,"9142-KZXOP"
"1166",0,"9168-INPSZ"
"1167",0,"9281-OFDMF"
"1168",0,"9470-XCCEM"
"1169",0,"9495-SKLKD"
"1170",0,"9508-ILZDG"
"1171",1,"9526-JAWYF"
"1172",0,"9576-SYUHJ"
"1173",1,"9600-NAXZN"
"1174",1,"9647-ERGBE"
"1175",1,"9661-ACXBS"
"1176",0,"9701-CDXHR"
"1177",0,"9767-FFLEM"
"1178",0,"9777-WJJPR"
"1179",0,"9793-WECQC"
"1180",0,"9904-EHEVJ"
"1181",0,"9919-KNPOO"
"1182",0,"9921-QFQUL"
"1183",0,"9943-VSZUV"
"1184",1,"9948-YPTDG"
"1185",1,"9961-JBNMK"
"1186",0,"0042-RLHYP"
"1187",0,"0064-SUDOG"
"1188",0,"0071-NDAFP"
"1189",0,"0206-OYVOC"
"1190",0,"0281-CNTZX"
"1191",0,"0362-RAOQO"
"1192",0,"0397-ZXWQF"
"1193",0,"0402-OAMEN"
"1194",0,"0463-TXOAK"
"1195",0,"0480-KYJVA"
"1196",0,"0508-SQWPL"
"1197",0,"0559-CKHUS"
"1198",0,"0582-AVCLN"
"1199",0,"0613-WUXUM"
"1200",0,"0827-ITJPH"
"1201",0,"0847-HGRML"
"1202",0,"0962-CQPWQ"
"1203",0,"0971-QIFJK"
"1204",0,"1089-XZWHH"
"1205",0,"1093-YSWCA"
"1206",0,"1098-KFQEC"
"1207",0,"1099-GODLO"
"1208",0,"1131-QQZEB"
"1209",0,"1167-OYZJF"
"1210",0,"1293-BSEUN"
"1211",0,"1306-RPWXZ"
"1212",0,"1328-EUZHC"
"1213",0,"1354-YZFNB"
"1214",0,"1535-VTJOQ"
"1215",0,"1635-NZATJ"
"1216",0,"1699-TLDLZ"
"1217",0,"1705-GUHPV"
"1218",0,"1767-CJKBA"
"1219",0,"1830-IPXVJ"
"1220",0,"1839-FBNFR"
"1221",0,"1862-QRWPE"
"1222",0,"1987-AUELQ"
"1223",0,"2068-WWXQZ"
"1224",0,"2075-PUEPR"
"1225",0,"2143-LJULT"
"1226",0,"2146-EGVDT"
"1227",0,"2169-RRLFW"
"1228",0,"2229-DPMBI"
"1229",0,"2300-RQGOI"
"1230",0,"2333-KWEWW"
"1231",0,"2569-WGERO"
"1232",0,"2632-TACXW"
"1233",0,"2642-MAWLJ"
"1234",0,"2729-VNVAP"
"1235",0,"2799-TSLAG"
"1236",0,"2805-AUFQN"
"1237",0,"2900-PHPLN"
"1238",0,"2908-WGAXL"
"1239",0,"2995-YWTCD"
"1240",0,"3070-FNFZQ"
"1241",0,"3129-AAQOU"
"1242",0,"3173-WSSUE"
"1243",0,"3284-SVCRO"
"1244",0,"3359-DSRKA"
"1245",0,"3373-DIUUN"
"1246",0,"3451-VAWLI"
"1247",0,"3454-JFUBC"
"1248",0,"3507-GASNP"
"1249",0,"3521-HTQTV"
"1250",0,"3642-BYHDO"
"1251",0,"3662-FXJFO"
"1252",0,"3764-MNMOI"
"1253",0,"3769-MHZNV"
"1254",0,"3774-VBNXY"
"1255",0,"3777-XROBG"
"1256",0,"3873-WOSBC"
"1257",0,"3957-SQXML"
"1258",0,"3967-VQOGC"
"1259",0,"3970-XGJDU"
"1260",0,"3976-HXHCE"
"1261",0,"4195-PNGZS"
"1262",0,"4299-OPXEJ"
"1263",0,"4312-KFRXN"
"1264",0,"4335-BSMJS"
"1265",0,"4443-EMBNA"
"1266",0,"4635-EJYPD"
"1267",0,"4641-FROLU"
"1268",0,"4652-ODEVH"
"1269",0,"4656-CAURT"
"1270",0,"4707-MAXGU"
"1271",0,"4735-BJKOU"
"1272",0,"4774-HHGGS"
"1273",0,"4779-ZGICK"
"1274",0,"4883-KCPZJ"
"1275",0,"4933-BSAIP"
"1276",0,"4950-HKQTE"
"1277",0,"4990-ALDGW"
"1278",0,"5006-MXVRN"
"1279",0,"5057-RKGLH"
"1280",0,"5093-FEGLU"
"1281",0,"5146-YYFRZ"
"1282",0,"5171-EPLKN"
"1283",0,"5176-LMJXE"
"1284",0,"5296-BFCYD"
"1285",0,"5406-KGRMX"
"1286",0,"5495-GPSRW"
"1287",0,"5567-GZKQY"
"1288",0,"5647-URDKA"
"1289",0,"5696-EXCYS"
"1290",0,"5730-DBDSI"
"1291",0,"5845-BZZIB"
"1292",0,"5854-KSRBJ"
"1293",0,"5859-HZYLF"
"1294",0,"5902-WBLSE"
"1295",0,"5968-HYJRZ"
"1296",0,"5982-XMDEX"
"1297",0,"6000-UKLWI"
"1298",0,"6080-LNESI"
"1299",0,"6139-ZZRBQ"
"1300",0,"6169-PPETC"
"1301",0,"6292-TOSSS"
"1302",0,"6340-DACFT"
"1303",0,"6349-JDHQP"
"1304",0,"6425-JWTDV"
"1305",0,"6518-PPLMZ"
"1306",0,"6614-YWYSC"
"1307",0,"6725-TPKJO"
"1308",0,"6813-GZQCG"
"1309",0,"6828-HMKWP"
"1310",0,"6857-TKDJV"
"1311",0,"6980-IMXXE"
"1312",0,"7010-BRBUU"
"1313",0,"7014-ZZXAW"
"1314",0,"7033-CLAMM"
"1315",0,"7196-LIWRH"
"1316",0,"7205-BAIAD"
"1317",0,"7225-IILWY"
"1318",0,"7268-WNTCP"
"1319",0,"7469-LKBCI"
"1320",0,"7480-SPLEF"
"1321",0,"7503-EPSZW"
"1322",0,"7596-IIWYC"
"1323",0,"7601-GNDYK"
"1324",0,"7608-RGIRO"
"1325",0,"7673-BQGKU"
"1326",0,"7684-XSZIY"
"1327",0,"7711-GQBZC"
"1328",0,"7729-XBTWX"
"1329",0,"7876-DNYAP"
"1330",1,"7951-QKZPL"
"1331",0,"8028-PNXHQ"
"1332",0,"8098-TDCBU"
"1333",0,"8143-ETQTI"
"1334",0,"8164-OCKUJ"
"1335",0,"8173-RXAYP"
"1336",0,"8232-UTFOZ"
"1337",0,"8237-ULIXL"
"1338",0,"8292-ITGYJ"
"1339",0,"8361-LBRDI"
"1340",0,"8388-DMKAE"
"1341",0,"8434-VGEQQ"
"1342",0,"8464-EETCQ"
"1343",0,"8532-UEFWH"
"1344",0,"8544-JNBOX"
"1345",0,"8559-WNQZS"
"1346",0,"8606-OEGQZ"
"1347",0,"8612-GXIDD"
"1348",0,"8735-SDUFN"
"1349",0,"8838-GPHZP"
"1350",0,"8857-CUPFQ"
"1351",0,"8908-SLFCJ"
"1352",0,"8917-SZTTJ"
"1353",0,"8946-BFWSG"
"1354",0,"8966-SNIZF"
"1355",0,"8999-EXMNO"
"1356",0,"9087-EYCPR"
"1357",0,"9108-EQPNQ"
"1358",0,"9135-HSWOC"
"1359",0,"9153-BTBVV"
"1360",0,"9251-AWQGT"
"1361",0,"9365-CSLBQ"
"1362",0,"9392-XBGTD"
"1363",0,"9424-CMPOG"
"1364",0,"9565-AXSMR"
"1365",0,"9585-KKMFD"
"1366",0,"9646-NMHXE"
"1367",0,"9650-VBUOG"
"1368",0,"9661-JALZV"
"1369",0,"9668-PUGNU"
"1370",0,"9710-NJERN"
"1371",0,"9764-REAFF"
"1372",0,"9798-OPFEM"
"1373",0,"9800-OUIGR"
"1374",0,"9945-PSVIP"
"1375",0,"9964-WBQDJ"
"1376",0,"9972-EWRJS"
"1377",0,"0048-LUMLS"
"1378",0,"0080-OROZO"
"1379",0,"0100-DUVFC"
"1380",1,"0193-ESZXP"
"1381",0,"0197-PNKNK"
"1382",0,"0233-FTHAV"
"1383",0,"0369-ZGOVK"
"1384",1,"0431-APWVY"
"1385",0,"0440-UEDAI"
"1386",0,"0442-ZXKVS"
"1387",0,"0471-ARVMX"
"1388",0,"0512-FLFDW"
"1389",0,"0516-UXRMT"
"1390",0,"0623-EJQEG"
"1391",0,"0670-ANMUU"
"1392",0,"0691-NIKRI"
"1393",0,"0750-EBAIU"
"1394",0,"0824-VWDPO"
"1395",0,"1090-PYKCI"
"1396",0,"1131-SUEKT"
"1397",0,"1174-FGIFN"
"1398",0,"1217-VASWC"
"1399",0,"1347-KTTTA"
"1400",0,"1360-JYXKQ"
"1401",0,"1360-XFJMR"
"1402",0,"1370-GGAWX"
"1403",0,"1442-OKRJE"
"1404",1,"1444-VVSGW"
"1405",0,"1470-PSXNM"
"1406",1,"1625-JAIIY"
"1407",1,"1644-IRKSF"
"1408",0,"1710-RCXUS"
"1409",0,"1810-BOHSY"
"1410",0,"1855-AGAWH"
"1411",1,"1899-VXWXM"
"1412",0,"1950-KSVVJ"
"1413",0,"2205-LPVGL"
"1414",0,"2293-IJWPS"
"1415",0,"2325-WINES"
"1416",0,"2330-PQGDQ"
"1417",1,"2403-BCASL"
"1418",1,"2408-TZMJL"
"1419",0,"2432-TFSMK"
"1420",0,"2558-BUOZZ"
"1421",0,"2560-PPCHE"
"1422",1,"2659-VXMWZ"
"1423",0,"2673-CXQEU"
"1424",0,"2806-MLNTI"
"1425",1,"2886-KEFUM"
"1426",0,"2896-TBNBE"
"1427",0,"2924-KHUVI"
"1428",0,"2931-VUVJN"
"1429",0,"2972-YDYUW"
"1430",0,"3096-WPXBT"
"1431",1,"3104-OWCGK"
"1432",0,"3115-JPJDD"
"1433",0,"3301-VKTGC"
"1434",1,"3313-QKNKB"
"1435",1,"3351-NQLDI"
"1436",0,"3410-MHHUM"
"1437",0,"3511-APPBJ"
"1438",1,"3685-YLCMQ"
"1439",0,"3865-YIOTT"
"1440",1,"4088-YLDSU"
"1441",0,"4184-VODJZ"
"1442",1,"4250-ZBWLV"
"1443",0,"4274-DRSQT"
"1444",0,"4355-CVPVS"
"1445",0,"4377-VDHYI"
"1446",0,"4423-JWZJN"
"1447",0,"4531-AUZNK"
"1448",0,"4567-AKPIA"
"1449",1,"4612-THJBS"
"1450",1,"4628-WQCQQ"
"1451",0,"4676-MQUEA"
"1452",0,"4692-NNQRU"
"1453",0,"4837-QUSFT"
"1454",0,"4908-XAXAY"
"1455",1,"4913-EHYUI"
"1456",1,"5136-KCKGI"
"1457",0,"5149-QYTTU"
"1458",0,"5168-MQQCA"
"1459",0,"5174-ITUMV"
"1460",0,"5195-KPUNQ"
"1461",0,"5197-PYEPU"
"1462",0,"5198-EFNBM"
"1463",0,"5294-IMHHT"
"1464",0,"5297-MDOIR"
"1465",0,"5440-VHLUL"
"1466",0,"5447-WZAFP"
"1467",0,"5569-IDSEY"
"1468",0,"5593-SUAOO"
"1469",1,"5649-VUKMC"
"1470",0,"5651-CRHKQ"
"1471",0,"5671-UUNXD"
"1472",0,"5734-EJKXG"
"1473",0,"5913-INRQV"
"1474",0,"5945-AZYHT"
"1475",0,"5966-EMAZU"
"1476",0,"5981-ZVXOT"
"1477",1,"6097-EQISJ"
"1478",0,"6202-DYYFX"
"1479",0,"6265-SXWBU"
"1480",0,"6266-QHOJZ"
"1481",0,"6284-KMNUF"
"1482",0,"6383-ZTSIW"
"1483",1,"6425-YQLLO"
"1484",0,"6723-WSNTY"
"1485",0,"6726-WEXXK"
"1486",0,"6728-DKUCO"
"1487",0,"6728-VOIFY"
"1488",0,"6797-UCJHZ"
"1489",0,"6807-SIWJI"
"1490",0,"6821-JPCDC"
"1491",0,"6869-FGJJC"
"1492",0,"7064-FRRSW"
"1493",1,"7067-KSAZT"
"1494",0,"7123-WQUHX"
"1495",0,"7129-AZJDE"
"1496",0,"7203-OYKCT"
"1497",0,"7245-JMTTQ"
"1498",0,"7402-PWYJJ"
"1499",0,"7472-EQOAV"
"1500",0,"7607-QKKTJ"
"1501",0,"7661-CPURM"
"1502",0,"7663-ZTEGJ"
"1503",1,"7694-VLBWQ"
"1504",0,"7722-CVFXN"
"1505",1,"7774-OJSXI"
"1506",0,"7856-GANIL"
"1507",0,"8008-ESFLK"
"1508",0,"8133-ANHHJ"
"1509",0,"8226-BXGES"
"1510",1,"8267-ZNYVZ"
"1511",0,"8294-UIMBA"
"1512",0,"8375-KVTHK"
"1513",0,"8406-LNMHF"
"1514",0,"8597-CWYHH"
"1515",1,"8634-CILSZ"
"1516",0,"8679-LZBMD"
"1517",0,"8707-RMEZH"
"1518",0,"8769-KKTPH"
"1519",0,"8849-PRIQJ"
"1520",0,"8905-IAZPF"
"1521",0,"8920-NAVAY"
"1522",0,"8982-NHAVY"
"1523",0,"9036-CSKBW"
"1524",0,"9040-KZVWO"
"1525",1,"9254-RBFON"
"1526",0,"9323-HGFWY"
"1527",0,"9356-AXGMP"
"1528",0,"9391-DXGGG"
"1529",0,"9402-ROUMJ"
"1530",0,"9480-BQJEI"
"1531",1,"9518-RWHZL"
"1532",0,"9571-EDEBV"
"1533",1,"9651-GTSAQ"
"1534",0,"9738-QLWTP"
"1535",0,"9844-FELAJ"
"1536",0,"9978-HYCIN"
"1537",0,"0014-BMAQU"
"1538",0,"0019-EFAEP"
"1539",0,"0020-INWCK"
"1540",0,"0164-APGRB"
"1541",0,"0248-PGHBZ"
"1542",0,"0345-XMMUG"
"1543",0,"0401-WDBXM"
"1544",0,"0454-OKRCT"
"1545",0,"0479-HMSWA"
"1546",0,"0536-ACXIP"
"1547",0,"0619-OLYUR"
"1548",0,"0727-BNRLG"
"1549",0,"0742-LAFQK"
"1550",0,"0815-MFZGM"
"1551",0,"0835-JKADZ"
"1552",0,"0868-VJRDR"
"1553",1,"1150-WFARN"
"1554",0,"1291-CUOCY"
"1555",0,"1304-SEGFY"
"1556",0,"1409-PHXTF"
"1557",0,"1414-YADCW"
"1558",1,"1447-PJGGA"
"1559",0,"1545-JFUML"
"1560",1,"1555-DJEQW"
"1561",0,"1576-PFZIW"
"1562",0,"1621-YNCJH"
"1563",0,"1741-WTPON"
"1564",0,"1813-JYWTO"
"1565",0,"1832-PEUTS"
"1566",0,"2121-JAFOM"
"1567",0,"2223-GDSHL"
"1568",0,"2272-WUSPA"
"1569",0,"2277-BKJKN"
"1570",0,"2434-EEVDB"
"1571",1,"2533-QVMSK"
"1572",0,"2632-IVXVF"
"1573",0,"2664-XJZNO"
"1574",0,"2773-OVBPK"
"1575",0,"2904-GGUAZ"
"1576",0,"2988-QRAJY"
"1577",0,"3022-BEXHZ"
"1578",0,"3133-PZNSR"
"1579",1,"3192-NQECA"
"1580",0,"3363-DTIVD"
"1581",0,"3407-JMJQQ"
"1582",0,"3508-CFVZL"
"1583",0,"3520-FJGCV"
"1584",0,"3597-YASZG"
"1585",0,"3612-YUNGG"
"1586",0,"3617-XLSGQ"
"1587",0,"3729-OWRVL"
"1588",0,"3841-NFECX"
"1589",0,"3870-SPZSI"
"1590",0,"4304-TSPVK"
"1591",0,"4419-UJMUS"
"1592",0,"4513-CXYIX"
"1593",0,"4683-WYDOU"
"1594",0,"4713-ZBURT"
"1595",0,"4806-DXQCE"
"1596",1,"4853-RULSV"
"1597",0,"5055-BRMNE"
"1598",0,"5090-EMGTC"
"1599",0,"5161-UBZXI"
"1600",0,"5172-RKOCB"
"1601",0,"5304-EFJLP"
"1602",0,"5375-XLDOF"
"1603",1,"5440-FLBQG"
"1604",0,"5693-PIPCS"
"1605",0,"5781-BKHOP"
"1606",0,"5795-KTGUD"
"1607",0,"5887-IKKYO"
"1608",0,"5914-XRFQB"
"1609",0,"6035-RIIOM"
"1610",0,"6048-UWKAL"
"1611",0,"6244-BESBM"
"1612",0,"6295-OSINB"
"1613",0,"6435-VWCCY"
"1614",0,"6463-HHXJR"
"1615",0,"6519-ZHPXP"
"1616",0,"6556-DBKZF"
"1617",0,"6650-BWFRT"
"1618",0,"6733-LRIZX"
"1619",0,"6734-FQAJX"
"1620",0,"6749-UTDVX"
"1621",1,"6804-GDMOI"
"1622",0,"6837-HAEVO"
"1623",0,"6993-YCOBK"
"1624",0,"7017-VFHAY"
"1625",0,"7030-FZTFM"
"1626",0,"7036-TYDEC"
"1627",0,"7173-TETGO"
"1628",0,"7569-NMZYQ"
"1629",0,"7570-WELNY"
"1630",0,"7572-KPVKK"
"1631",0,"7602-MVRMB"
"1632",0,"7663-YJHSN"
"1633",1,"7666-WKRON"
"1634",0,"7691-XVTZH"
"1635",0,"7730-CLDSV"
"1636",0,"7740-BTPUX"
"1637",0,"8015-IHCGW"
"1638",0,"8041-TMEID"
"1639",0,"8071-SBTRN"
"1640",0,"8099-MZPUJ"
"1641",0,"8107-RZLNV"
"1642",0,"8216-AZUUZ"
"1643",0,"8265-HKSOW"
"1644",0,"8454-AATJP"
"1645",0,"8480-PPONV"
"1646",0,"8513-OLYGY"
"1647",0,"8606-CIQUL"
"1648",0,"8659-IOOPU"
"1649",0,"8853-TZDGH"
"1650",0,"8901-UPRHR"
"1651",0,"8984-EYLLL"
"1652",0,"9070-BCKQP"
"1653",0,"9128-CPXKI"
"1654",0,"9239-GZHZE"
"1655",0,"9488-FYQAU"
"1656",0,"9558-IHEZX"
"1657",0,"9570-KYEUA"
"1658",0,"9625-QNLUX"
"1659",0,"9680-NIAUV"
"1660",0,"9715-WZCLW"
"1661",0,"9777-IQHWP"
"1662",0,"9848-JQJTX"
"1663",0,"9866-OCCKE"
"1664",0,"9924-JPRMC"
"1665",0,"0042-JVWOJ"
"1666",0,"0052-YNYOT"
"1667",0,"0129-QMPDR"
"1668",1,"0203-HHYIJ"
"1669",0,"0269-XFESX"
"1670",0,"0428-AXXLJ"
"1671",0,"0661-KQHNK"
"1672",0,"0788-DXBFY"
"1673",0,"0859-YGKFW"
"1674",0,"0895-LNKRC"
"1675",0,"0902-RFHOF"
"1676",0,"0967-BMLBD"
"1677",0,"1015-JPFYW"
"1678",0,"1085-LDWAM"
"1679",0,"1131-ALZWV"
"1680",0,"1133-KXCGE"
"1681",0,"1178-PZGAB"
"1682",0,"1269-FOYWN"
"1683",0,"1682-VCOIO"
"1684",0,"1722-LDZJS"
"1685",0,"1813-JLKWR"
"1686",0,"1834-WULEG"
"1687",0,"1934-MKPXS"
"1688",0,"1964-SVLEA"
"1689",0,"1998-VHJHK"
"1690",0,"2122-SZZZD"
"1691",0,"2239-CFOUJ"
"1692",0,"2320-TZRRH"
"1693",0,"2650-GYRYL"
"1694",0,"2682-KEVRP"
"1695",0,"2690-DVRVK"
"1696",0,"2749-CTKAJ"
"1697",0,"2878-DHMIN"
